ID,FearID,fear,JoyID,joy,LoveID,love,SadID,Sadness,SurpriseID,surprise,AngerID,anger,NoEmotionID,none,NoOfEmotions,Include,Question Text
51103236,51103236,notfear,51103236,NoJoy,51103236,notlove,51103236,notsadness,51103236,surprise,51103236,NotAnger,51103236,,1,Yes,"""Not sure what the issues is as my code just stopped working overnight, but the text detection on Google Vision is either returning nil or returning words that are non-existent on the subject.Here's my request function:Part of my analyze results function:"""
38984901,38984901,notfear,38984901,NoJoy,38984901,notlove,38984901,notsadness,38984901,notsurprise,38984901,NotAnger,38984901,NoEmotion,0,Yes,"""I have been testing the Microsoft Computer Vision API with some pictures I took and it is not able to properly identify what I am uploading. Is there a way I could teach it what I am uploading is?My tests have been using.A sample image:It should include ""bottle"" in the tags at the very least."""
36655630,36655630,notfear,36655630,NoJoy,36655630,love,36655630,notsadness,36655630,notsurprise,36655630,NotAnger,36655630,,1,Yes,"""I cross posted this to the google group for Cloud Vision...and have added some additional findings.Here are all of the specifics I believe are relevant:Using VB.NET 2010Using service account authenticationLimited to .NET 4.0Using these Google libs: Google.Api  v1.10.0, Google.Apis.Auth v1.10.0, Google.Apis.Vision.v1  v1.12.0.45Performing Text and Safe Search AnalysisPassing image content in request (not using Google Drive)When just sending through 4 images or so per request, things work as expected... I get responses, and annotations.If I up the number of images to 8 files per request,   The response back from Execute contains no results..  No errors, no exceptions either.Just a Google.Apis.Vision.v1.Data.BatchAnnotateImagesResponse object with zero responses.   Using a network traffic monitoring tool, I see the connection to google vision - and the service returns a 200 server response.  But is otherwise empty.Further research showed that I'm able to successfully send about a total 1MB of base64 content to the API per overall request  Anything more, I get the odd condition described.According to the API documentation, the following limits apply to Google Cloud Vision API usage.I'm not seeing any way I could be breaking the documented limits:    8 files per each request, total way less than 8MB, and no file even close to 4MB.Any thoughts as to what I might be missing?  Are the documented limitations below correct?MB per image 4 MBMB per request 8 MBRequests per second 10Requests per feature per day 700,000Requests per feature per month 20,000,000Images per second 8Images per request 16"""
39905841,39905841,fear,39905841,NoJoy,39905841,notlove,39905841,notsadness,39905841,notsurprise,39905841,NotAnger,39905841,,1,YES,"""I would like to get the data from Google cloud vision API and see the input can be given in the base64 and image uri format.But base64 appears to be too long and to upload the image as uri it take some extra time.Please let me know if anyone knows of any other work around for this."""
51389440,51389440,notfear,51389440,NoJoy,51389440,notlove,51389440,notsadness,51389440,surprise,51389440,Anger,51389440,,2,Yes,"""So I am attempting to use Azure Computer Vision OCR to recognize text in a jpg image.  The image is about 2000x3000 pixels and is a picture of a contract.  I want to get all the text and the bounding boxes.  The image DPI is over 300 and it's quality is very clear.  I noticed that a lot of text was being skipped so I cropped a section of the image and submitted that instead.  This time it recognized text that it did not recognize before.  Why would it do this?  If the quality of the image never changed and the image was within the bounds of the resolution requirements, why is it skipping texts?"""
54847537,54847537,notfear,54847537,NoJoy,54847537,notlove,54847537,notsadness,54847537,notsurprise,54847537,NotAnger,54847537,NoEmotion,0,Yes,"""Is it possibile restrict the search of Google vision api filtering by specific countries or geographic zones ? By language ?"""
50715542,50715542,notfear,50715542,NoJoy,50715542,notlove,50715542,notsadness,50715542,notsurprise,50715542,NotAnger,50715542,NoEmotion,0,Yes,"""Trying detect image Values using Google Cloud Vision using c# asp.net c# but i am getting below error.I am getting error in below line. And tried to open this url is not working:Below is my design code.Below is my code which worte in button click for display in labelI used below example url:I created service key account also in google for json file."""
53701338,53701338,notfear,53701338,NoJoy,53701338,notlove,53701338,notsadness,53701338,notsurprise,53701338,NotAnger,53701338,NoEmotion,0,Yes,"""I am trying to develop C# Google Vision API function.the code is supposed to compile into dll and it should run to do the following steps.get the image from the image Path.send the image to Google vision apiCall the document text detection functionget the return value (text string values)DoneWhen I run the dll, However, it keeps giving me an throw exception error. I am assuming that the problem is on the google credential but not sure...Could somebody help me out with this? I don't even know that the var credential = GoogleCredential.FromFile(Credential_Path); would be the right way to call the json file..."""
52219324,52219324,notfear,52219324,Joy,52219324,notlove,52219324,notsadness,52219324,notsurprise,52219324,NotAnger,52219324,,1,Yes,"""I am currently using Google Vision API in python to detect Chinese character in an image, but I found google will return python source code (Such as \xe7\x80\x86\xe7\xab\x91) instead of some human-readable string.How can I convert it to human-readable text with utf-8 format?Thanks all of your answer, may be I post my code is more easily for all of you.Here is my code, basically I try to convert the whole json return from GOOGLE Vision and save in a json file, however, it hasn't success.try:    code = requests.post(''+GOOGLE_API_KEY, data=params,headers=headers)except requests.exceptions.ConnectionError:    print('Request error')Thank you"""
48704050,48704050,notfear,48704050,NoJoy,48704050,notlove,48704050,notsadness,48704050,notsurprise,48704050,NotAnger,48704050,NoEmotion,0,Yes,"""I got ""undefined"" while trying to Parse this JSON file:This file is th result from a XMLHttpRequest from the google vision API and This is what i'm doing to print ""description"" field:"""
39540741,39540741,notfear,39540741,NoJoy,39540741,notlove,39540741,notsadness,39540741,notsurprise,39540741,NotAnger,39540741,NoEmotion,0,Yes,"""I've been trying to implement an OCR program with Python that reads numbers with a specific format, XXX-XXX. I used Google's Cloud Vision API Text Recognition, but the results were unreliable. Out of 30 high-contrast 1280 x 1024 bmp images, only a handful resulted in the correct output, or at least included the correct output in the results. The program tends to omit some numbers, output in non-English languages or sneak in a few special characters.The goal is to at least output the correct numbers consecutively, doesn't matter if the results are sprinkled with other junk. Is there a way to help the program recognize numbers better, for example limit the results to a specific format, or to numbers only?"""
56184573,56184573,notfear,56184573,NoJoy,56184573,love,56184573,notsadness,56184573,notsurprise,56184573,NotAnger,56184573,,1,Yes,"""hi i am following this project on github,i'm using the api amazon rekognition with success,i would like to see how to open the image of the compared face, i think i have to add something in ""index.js""the sample photos i put in the faces folder. thank you !"""
55766327,55766327,fear,55766327,NoJoy,55766327,notlove,55766327,notsadness,55766327,notsurprise,55766327,NotAnger,55766327,,1,Yes,"""I have videos stored at amazon s3 cloud and i need to analyze it using google vision cloud and nodejs. Please help me."""
44119233,44119233,fear,44119233,NoJoy,44119233,notlove,44119233,notsadness,44119233,notsurprise,44119233,NotAnger,44119233,,1,Yes,"""I'm trying to run thebut I'm getting this error:Exception in thread ""main"" java.lang.NoSuchMethodError: com.google.common.util.concurrent.MoreExecutors.directExecutor()Ljava/util/concurrent/Executor;These are the characteristics of my project:1-POM.xml file2- Class3- Google Cloud SDKI used the command: gcloud auth application-default loginCan anybody help me?Thanks."""
55683585,55683585,notfear,55683585,NoJoy,55683585,notlove,55683585,notsadness,55683585,notsurprise,55683585,NotAnger,55683585,NoEmotion,0,Yes,"""I am trying to access image rekognition service of AWS using google-App-script, for this, I am trying to generate an AWS signature for API call, but response showing an error message.when I am trying with postman using authorization (AWS signature) it is working fine.below is my google app script code in which I am calling the main functionI am not able to figure out what I am doing wrong in the code, or it is the wrong method of generating the signature, please help."""
50210568,50210568,notfear,50210568,NoJoy,50210568,notlove,50210568,notsadness,50210568,notsurprise,50210568,NotAnger,50210568,NoEmotion,0,Yes,"""I want to build a deep learning chatbot application which accepts image as input. I have built a lambda function integrating AWS rekognition that accepts image.Now, i want to extend this lambda function, and connect it to Amazon Lex bot , where user can upload the image for analysis."""
43771382,43771382,notfear,43771382,NoJoy,43771382,notlove,43771382,notsadness,43771382,notsurprise,43771382,NotAnger,43771382,NoEmotion,0,Yes,"""After installing the required packages using pip, downloading a Json key and setting the enviroment variable in the cmd window with: set GOOGLE_APPLICATION_CREDENTIALS = 'C:\Users\ xxx .json' and following the instructions to use the Google Vision API onI tried the following and got the following error without any idea how to solve the error, so all suggestions are much appreciated"""
43586009,43586009,notfear,43586009,NoJoy,43586009,notlove,43586009,notsadness,43586009,notsurprise,43586009,NotAnger,43586009,NoEmotion,0,Yes,"""I have access to aws account with username. I want to create access profile in my CI server so that I can test my applications against the AWS tools like kinesis, dynamodb etc.I wrote a method to generate access key, secret key and session token(using). It does not seem to be working.Error - Unable to load AWS credentials from any provider in the chainTried usingtoo, which makes more sense than. But throws same Unable to load creds error.The request its sending iswhere resourcePath is, dont know why?I'm using, asks for profile which I don't have. All I have is username and password to aws account.When I check the UI users page, I have restricted access"""
48896074,48896074,fear,48896074,NoJoy,48896074,notlove,48896074,notsadness,48896074,notsurprise,48896074,NotAnger,48896074,,1,Yes,"""I received an utf-8 encoded Indian language text file through Google Cloud Vision (OCR). I did some processing on the file usingand now the file shows strange characters.shows(after sed)Original file shows this:Processed file shows this:This is the command I ran:Is there any way to restore it back to original encoding?"""
44556228,44556228,notfear,44556228,NoJoy,44556228,notlove,44556228,Sadness,44556228,surprise,44556228,NotAnger,44556228,,2,YES,"""I want to send a json object while by using the http POST method to the Google Vision API. I am using the following code:I getting a bad request error. Need help with this. The format of my json object (request) is as follows:"""
32558923,32558923,notfear,32558923,NoJoy,32558923,notlove,32558923,notsadness,32558923,notsurprise,32558923,NotAnger,32558923,NoEmotion,0,Yes,"""I'm using Google's Vision API BarcodeScanner on my project. I would like to interrupt scanning once a code has been scanned and store the content in another activity. How can i do that ? There are so many classes and 'interconnections' :xThanks !"""
51183169,51183169,fear,51183169,NoJoy,51183169,notlove,51183169,notsadness,51183169,notsurprise,51183169,NotAnger,51183169,,1,Yes,"""Does anyone know if any SageMaker built-in algorithm supports multiple object detection in image recognition? I am thinking something like multi-label image training and detection / inference.Thus, can we:a) train using multi-label imagesand/orb) infer multiple objects from images (sort of like AWS Rekognition but with custom labels and training / transfer learning).Also, I know that the doc for SageMaker Image Classification Algorithm says ""takes an image as input and classifies it intooneof multiple output categories"".Any recommendations are also welcome."""
43070014,43070014,notfear,43070014,NoJoy,43070014,notlove,43070014,notsadness,43070014,notsurprise,43070014,NotAnger,43070014,NoEmotion,0,Yes,"""Iam doing a project with nodejs and aws.I am using WebRTC and taking photo.After i am taking photos base64 data and posting nodejs and i am putting it my aws console and i am using it for detectfaces but its giving error.But i am adding photo from my aws console manually detect faces not giving a error.My codes here : MY WEBCAM JS : this is giving a base64 for me.and i am trying post with POSTMAN CHROME EXTENSION to my nodejs i can put it well but i can't  using a detect faces.My nodejs :MY ERROR :How can i do this please help me i could not fint anything.Thanks for help."""
46509380,46509380,fear,46509380,NoJoy,46509380,notlove,46509380,notsadness,46509380,notsurprise,46509380,NotAnger,46509380,,1,Yes,"""In the above code if I provide the source image as david.jpg it will work with no errors,but if I store image name in a variable and use json_encode and send it as source image.It throws a big error.What am I doing wrong?"""
47427567,47427567,notfear,47427567,NoJoy,47427567,notlove,47427567,notsadness,47427567,surprise,47427567,NotAnger,47427567,,1,YES,"""I am trying to testwhich uses Google's Vision API. In, I tried to view what fields the argument has. The problem is that field names are cryptic. Why are the field names cryptic?"""
55376350,55376350,notfear,55376350,NoJoy,55376350,notlove,55376350,notsadness,55376350,notsurprise,55376350,NotAnger,55376350,NoEmotion,0,Yes,"""I am facing an issue with Azure Computer Vision API. If I send a request with contentType = application/json and image URL in JSON request body things work fine but on sending a binary image(base 64 encoded) with contentType = application/octet-stream it gives me ImageFormatInvalid in the respContent-Type: multipart/form-data and asking input as binary image data"""
43660043,43660043,notfear,43660043,NoJoy,43660043,notlove,43660043,notsadness,43660043,surprise,43660043,Anger,43660043,,2,Yes,"""I have the AWS CLI installed on Windows and am using the Windows command prompt.I am trying to use Rekognition but I cannot seem to get any commands working. The closest I have gotten is with:This results in:Why is it expecting a comma?EDIT:When I try the format from the documentation I also get errors:"""
54672488,54672488,fear,54672488,NoJoy,54672488,notlove,54672488,notsadness,54672488,notsurprise,54672488,NotAnger,54672488,,1,Yes,"""I'm trying to scan for texts from images but I couldn't find source codes without using an S3 bucket. This is the only source code I found but it uses an S3. I'm using python for this project.Found one hereand ran it's different from what I need because it detects labels only."""
49631726,49631726,notfear,49631726,NoJoy,49631726,notlove,49631726,notsadness,49631726,notsurprise,49631726,NotAnger,49631726,NoEmotion,0,Yes,"""I getas I am trying to pass an image to. I make an HTTP request to an, download the image and pass the buffer to the aws function.Here is the code for it:I do not understand what could be the reason for this error. It works for other images but throws an error for some of the images. What could be the reason for this?Here is the trace for this:"""
54132185,54132185,notfear,54132185,NoJoy,54132185,notlove,54132185,notsadness,54132185,notsurprise,54132185,NotAnger,54132185,NoEmotion,0,Yes,"""I am trying image analysis with google vision in R, able to do it for a single image stored in folder, I have to choose the image and then run googlevisionresponse.getGoogleVisionResponse(file.choose(),feature = ""LABEL_DETECTION"")I have 100+ images, i want to do the analysis for all the images in that folder, do not want to choose each image at a time, any ways to do the analysis for all image at same time and save the result in a file.Any help regarding this?"""
53239821,53239821,notfear,53239821,NoJoy,53239821,notlove,53239821,notsadness,53239821,notsurprise,53239821,NotAnger,53239821,NoEmotion,0,Yes,"""I want to use Google Cloud Vision API on a family photo. I activated the API on my GCP account, received an API Key but I don't know where I should insert it. Here's my code :I get the following error :  ""error"": { ""code"": 403, ""message"": ""The request is missing a valid API key."", ""status"": ""PERMISSION_DENIED"" } }.Update: Thanks to the provided answer by Dan D., I added the following line:"""
55464809,55464809,fear,55464809,NoJoy,55464809,notlove,55464809,notsadness,55464809,notsurprise,55464809,NotAnger,55464809,,1,Yes,"""I have try to implement the google cloud vision with API ImageAnnotator using a codeigniter PHP.I have install the require google cloud vision using a composer to my third party directory in codeigniter.This is the code looks like in my controller :I got the error :I dont understand why this error occur :does not existBecause when i opened the link the file is there.And this error :is a line code :$middleware = ApplicationDefaultCredentials::getMiddleware($scopes);What is the proper way to use the google cloud vision ImageAnnotatorClient in codeigniter PHP ?Is there a problem with the authentication to google cloud api ?Thank You"""
55043291,55043291,notfear,55043291,NoJoy,55043291,notlove,55043291,notsadness,55043291,notsurprise,55043291,NotAnger,55043291,NoEmotion,0,Yes,"""I'm trying to get the pitch / yaw / roll of a face in an image using the Vision framework but always get 0 for all values. Images should be very easy to process (mostly forward looking portraits).I've successfully got these values by using Amazon Rekognition on them, so the images themselves aren't the issue. (I need to do a batch of about 70,000 so using rekogniton for them all will get expensive and slow.)This is the request code:And here's the handler code:Any help appreciated :)"""
52383178,52383178,fear,52383178,NoJoy,52383178,notlove,52383178,notsadness,52383178,surprise,52383178,NotAnger,52383178,,2,Yes,"""I am usingonto detect text values in hoarding boards that are usually found above a shop/store. So far I have been able to detect individual words and their bounding polygons' coordinates. Is there a way to group the detected words based on their relative positions and sizes?For example, the name of the store is usually written in same size and the words are aligned. Does the API provide some functions that group those words which probably are parts of a bigger sentence (the store name, or the address, etc.)?If the API does not provide such functions, what would be a good approach to group them? Following is an example of an image what I have done so far:Vision API output excerpt:"""
56351778,56351778,notfear,56351778,NoJoy,56351778,notlove,56351778,notsadness,56351778,notsurprise,56351778,NotAnger,56351778,NoEmotion,0,Yes,"""I'm using a fluture to handle the response from an AWS service request.I get the expected response using a callback or a Promise wrapped around the callback. When I try to use a fluture, looks like I am getting back a regurgitation of the request. Gotta be something stoopid... (again)Expected results:{ TextDetections:   [ { DetectedText: 'text1',       Type: 'LINE',       Id: 0,       Confidence: 98.7948989868164,       Geometry: [Object] },     { DetectedText: 'text2',...Actual results:c5GeDWkmkn3ZpFJK/UszSxBOCN2AR7Gs0uqtHlSDuGHX+EnuakC43xxqN6ABWY/e+lRiOaNrg+UWKqGAHfii0bXZv..."""
45790003,45790003,notfear,45790003,NoJoy,45790003,notlove,45790003,notsadness,45790003,notsurprise,45790003,NotAnger,45790003,NoEmotion,0,Yes,"""What is the daily limit on the number of images that could be processed using Watson Visual Recognition. Free plan on the doc shows 250. Can we upload more on a Standard plan ??"""
47744054,47744054,notfear,47744054,NoJoy,47744054,notlove,47744054,notsadness,47744054,notsurprise,47744054,NotAnger,47744054,NoEmotion,0,Yes,"""i'm trying to recognizefrom the card game. i've been trying to use a variety of image recognition APIs(google vision api, vize.ai, azure's computer vision api and more), but none of them seem to work ok.they're able to recognize one of the cards when only one appears in the demo image, but when both appear with another one it fails to identify one or the other.i've trained the APIs with a set of about 40 different images per card, with different angles, backgrounds and lighting.i've also tried using ocr(via google vision api) which works only for some cards, probably due to small letters and not much details on some cards. Does anyone know of a way i can teach one of these APIs(or another) to read these cards better? or perhaps recognize cards in a different way?the outcome should be a user capturing an image while playing the game and have the application understand which cards he has in front of him and return the results.thank you."""
55382899,55382899,notfear,55382899,NoJoy,55382899,notlove,55382899,notsadness,55382899,notsurprise,55382899,NotAnger,55382899,NoEmotion,0,Yes,"""Is their any API from which we can get the number of person trained in a particularin?"""
56122848,56122848,notfear,56122848,NoJoy,56122848,notlove,56122848,Sadness,56122848,surprise,56122848,Anger,56122848,,3,Yes,"""Not sure if this is more google-cloud-related or pytest-related. See files below.When I run eitheror, the script runs fine.But when I run, the line in the scriptthrows ""ModuleNotFoundError: No module named 'google.cloud'"".I have tried unsuccessfully to add various package names into the requirements.txt file and/or runandwith and withoutflags. What steps can I take to overcome this error?conftest.py: (empty)requirements.txt:app/my_script.py:test/test_my_script.py:"""
55466156,55466156,notfear,55466156,NoJoy,55466156,notlove,55466156,notsadness,55466156,notsurprise,55466156,NotAnger,55466156,NoEmotion,0,Yes,"""I want to run OCR using the DetectText method of the Google Vision API. I want to prepare for the situation that the OCR program that I develop is disconnected in the middle of running. So I want to generate an error if there is no response within 2 seconds after calling the DetectText method. (Default is 10 minutes, set to 600000 milisecond). Thank you for your help. In the sample source will be even more helpful.Thank you."""
47570243,47570243,fear,47570243,NoJoy,47570243,notlove,47570243,notsadness,47570243,notsurprise,47570243,NotAnger,47570243,,1,Yes,"""I have used Google vision API to read text from any object like newspaper or text in wall. I have tried same sample from Google developer website but my Text Recognizer always return false onfunction. am tested on Blackberry keyone and also tested on Moto x play its working fine.Can anyone help me on this. Thanks in Advance"""
55170430,55170430,notfear,55170430,NoJoy,55170430,notlove,55170430,notsadness,55170430,surprise,55170430,NotAnger,55170430,,1,Yes,"""I am developing a system to identify persons, I am using an app (to take photos) and then send the photo to a Web Asp.Net Core API (It use Microsoft Azure Face API). But the system is not secure!. Because someone using a Photo of other people can validate to another person !. The system is for validate a person! If someone use a photo then the system is not secure!Some idea about What can I do to check that the person is a person and not is a photo of a another person?"""
53790848,53790848,notfear,53790848,NoJoy,53790848,notlove,53790848,notsadness,53790848,notsurprise,53790848,NotAnger,53790848,NoEmotion,0,Yes,"""I am using google vision library for OCR application (according to) and when I run the application textRecognizer.isOperational() method returns always false. I think it is because google play services cannot download the required OCR file but it works in some devices. Is it possible to manually download and add the file?Thanks every one"""
54685737,54685737,notfear,54685737,NoJoy,54685737,notlove,54685737,notsadness,54685737,notsurprise,54685737,Anger,54685737,,1,Yes,"""We are using Microsoft's Azure Face API for over 12 months now. But our low level API Android users (19) starting to get this error:javax.net.ssl.SSLException: hostname in certificate didn't match:  != <.cognitiveservices.azure.com> OR <.cognitiveservices.azure.com>It is working on level api 21+"""
56175138,56175138,notfear,56175138,NoJoy,56175138,notlove,56175138,notsadness,56175138,notsurprise,56175138,NotAnger,56175138,NoEmotion,0,Yes,"""Wrong image recognition on Azure Custom Vision Service.I have a doubt. I'm using Azure Custom Vision Service for image recognition.I uploaded my photos and I put the coca cola tag,I added 20 similar photos and to all I put their tagbut at the time of doing the test, I get these results.I'm doing a test with this image.Why does Custom Vision Service say that other soft drinks are Coca-Cola?Do I have to do other things specifically?Are my tags wrong?Thanks."""
41998868,41998868,notfear,41998868,NoJoy,41998868,notlove,41998868,notsadness,41998868,notsurprise,41998868,NotAnger,41998868,NoEmotion,0,Yes,"""I am trying to compare faces using AWS Rekognitionthrough Python boto3, as instructed in the AWS documentation.My API call is:But everytime I run this program,I get the following error:I have specified the secret, key, region, and threshold properly. How can I clear off this error and make the request call work?"""
42222036,42222036,notfear,42222036,NoJoy,42222036,notlove,42222036,notsadness,42222036,notsurprise,42222036,NotAnger,42222036,NoEmotion,0,Yes,"""I'm currently using node.js to create a post-upload API, to upload an image, which is processed by the Watson Visual Recognition Service. This returns a JSON, which is currently logged to the console.Is there a way to send this JSON back to the user, after the process is done?I'm a total newbie to Node.js, so I really appreciate your help.This is my code:"""
39735249,39735249,notfear,39735249,Joy,39735249,love,39735249,notsadness,39735249,notsurprise,39735249,NotAnger,39735249,,2,Yes,"""It is great to get face detection using Google vision API for Android but there is no where I can find how they did that and how it is compared to other state of the art face detection techniques like Deep-learning etc. Did they publish their research somewhere?"""
53798619,53798619,notfear,53798619,NoJoy,53798619,notlove,53798619,notsadness,53798619,notsurprise,53798619,NotAnger,53798619,NoEmotion,0,Yes,"""I'm trying to make a Google Cloud Vision API request from a React camera component, with my image being sent directly to the API as a base64 encoded string. Specifically, I'm using the react-camera npm to get a user's photo through their webcam or front-facing (selfie) mobile camera.The error I keep getting is ""Error: No image present."" After several hours trying various ways to encode, decode, stringify, and otherwise massage the blob data, I haven't been able to get the image into a format that works. Here are the relevant sections of my camera.js component:And here are the relevant parts of my API request route:Using strategically placed console logs, the data does appear to be passed but as an object, and it is several lines of encrypted data that looks like this:This is what is showing in the terminal after the base64 conversion of the foregoing:It looks like base64, which is what the Google Cloud Vision API is supposed to accept, but I keep getting back the error that there is ""no image present."" I've also tried submitting the blob itself, stringified and non-stringified versions of the blob and the base64 looking data.I have a sneaking suspicion that the blob data is not even image data to begin with. Does anyone know where I'm going wrong? Do I need to switch in a different camera/webcam node package?"""
51186135,51186135,notfear,51186135,NoJoy,51186135,notlove,51186135,notsadness,51186135,notsurprise,51186135,NotAnger,51186135,NoEmotion,0,Yes,"""I'm finding the right way to use AWS Rekognition service.My problem isHow to verify a person image on multi collections, I'm readingfrom Amazon but cannot find the implementation document for it. My point isFace verificationtitle.Update 1:My target is: Using AWS Rekognition to get person's info by their face.My problem is: How to make AWS Rekognition improves its accuracy when recognizing a face.What I tried:Upload multi captured portraits of a person with sameExternalImageIDbut I'm not sure it works or not.Finding a way to createCollectionfor each person, then upload person's portraits to theirCollectionbut I don't how to search a face through multipleCollections.I'm trying use S3 for storage people's images then using Lambda function to do something that I've not got yet.Update 2:What is your input material:Input materials are some people's portrait photo with ExternalImageID is their name (eg: my portrait photo will have ExternalImageID is ""Long"").What are you trying to do:I'm trying to get ExternalImageID when I send a portrait photo of a registered person. (eg: with my other portrait photo, AWS has to response ExternalImageID is ""Long"").Do you have it working, but it is not recognizing some people?Yes, it's work but sometimes it cannot recognize exactly people.Please tell us your use-case / scenario and what you are trying to accomplish:Create an AWS Rekognition collection with sample name (eg facetest).Register some people with their name is ExternalImageID.Submit an image to AWS Rekognition API to get ExternalImageID - his name."""
50808403,50808403,notfear,50808403,NoJoy,50808403,notlove,50808403,notsadness,50808403,notsurprise,50808403,NotAnger,50808403,NoEmotion,0,Yes,"""I have no problems using an Azure Computer Vision API service in C# using the same region/key but Python is giving me fits. I can't analyze anything from the web. Here is the snippet from a sample:I have tried numerous images with variations of the above, but I never get anything but a 404 - Resource not found error. Where am I going wrong? Is it a problem with the service or the URL? TIA"""
54722619,54722619,notfear,54722619,NoJoy,54722619,notlove,54722619,notsadness,54722619,notsurprise,54722619,NotAnger,54722619,NoEmotion,0,Yes,"""I am trying to implementusing Angular. I need to find a particular header from the response of the first Http call and then call the second one. But I am unable to find the header. Can you please help me find what I am missing here? You can see the things I had already tried in the code below.I am able to see the response headers in the browser network, but theobject is always null.The Azure documentation says ""The service has accepted the request and will start processing later. It will return Accepted immediately and include an  Operation-Location  header. Client side should further query the operation status using the URL specified in this header. The operation ID will expire in 48 hours."""""
43875720,43875720,notfear,43875720,Joy,43875720,love,43875720,notsadness,43875720,notsurprise,43875720,NotAnger,43875720,,2,Yes,"""I am working on running few examples on Microsoft Face API, I would like to know if there is a possibility that i can send the request to my local cloudlet to fetch and retrieve information instead of sending the request to Microsoft?Thanks!"""
52003791,52003791,notfear,52003791,NoJoy,52003791,notlove,52003791,notsadness,52003791,notsurprise,52003791,NotAnger,52003791,NoEmotion,0,Yes,"""Currently I am developing a bar code reader android app with Google vision API. I need to start camera preview when button is clicked and until the button is clicked screen should be empty white color screen. When I Try to do this camera preview starts at the same time screen also appears how to solve this problem please help me.My MainActivity Class}My activity_main.xml file"""
39161387,39161387,notfear,39161387,NoJoy,39161387,notlove,39161387,notsadness,39161387,notsurprise,39161387,NotAnger,39161387,NoEmotion,0,YES,"""Using Google Visioni want to take photo to detect face, but photos are rotated. I had tried to rotate it using my legacy codebutalways return 0 so image keep wrong rotation"""
49741658,49741658,notfear,49741658,NoJoy,49741658,notlove,49741658,notsadness,49741658,notsurprise,49741658,NotAnger,49741658,NoEmotion,0,Yes,"""I am working on posting an image to the Google Vision API, and returning the labels of what the picture contains.I am using express.js and the Google Cloud Vision module, and I am having trouble creating a promise from the results of the Google Vision API. When I post an image to the API, it will return an array of labels. How do I ensure that after the vision API helper function runs that I store those results and return it to my react front end?Server.jsGoogleVisionAPI.js helperCan someone have the Vision API run, and then store the returned results to a label variable to have sent back to my react frontend?"""
40843164,40843164,notfear,40843164,NoJoy,40843164,notlove,40843164,notsadness,40843164,notsurprise,40843164,NotAnger,40843164,NoEmotion,0,Yes,"""I am currently evaluating capabilities of IBM Watson Visual Recognition service to recognize faces. So that System should identify the each person that we have trained. Individuals may come with different clothes, and other possible variations. But system should identify each individual by looking at each face.As per IBM, IBM visual recognition do not support face recognition but only face detection.Can we use the custom classifiers by adding different types of images for each individuals?What is the significant pre/post-work from the developer to get at least 90% accuracy ?"""
44394496,44394496,notfear,44394496,NoJoy,44394496,notlove,44394496,notsadness,44394496,notsurprise,44394496,NotAnger,44394496,NoEmotion,0,Yes,"""Does anyone know if it is possible to use Lambda to call Rekognition functions when an image is uploaded to an S3 Bucket?I am looking at integrating a Raspberry Pi device with a Pi Cam to take photos and do some face recognition."""
54110288,54110288,notfear,54110288,NoJoy,54110288,notlove,54110288,notsadness,54110288,notsurprise,54110288,NotAnger,54110288,NoEmotion,0,Yes,"""I have to send an request with an image to Microsoft Azure Custom Vision with the header ""Prediciton-Key"" -> myKey  and the body should be an image (binary data).First of all i tryed with postman and it works fine, but when i put it on Unity ,i get an error :401 Unauthorized.Does anyone know why? (i put the api key as string)"""
53003814,53003814,notfear,53003814,NoJoy,53003814,notlove,53003814,notsadness,53003814,surprise,53003814,NotAnger,53003814,,1,Yes,"""So I have been working on a product (Android First and then iOS) for a long time that index faces of people using AWS Rekognition and when they are again scanned later, it identifies them. It's working great when I index a face from an Android device and then try to search it with an Android device. But if I try to search it later on iOS app, it doesn't find it. Same is the result if I go other way round. Index with iOS, search with Android, not found.The collection ID is same while indexing and searching on both devices. I couldn't figure out how is it possible that a face indexed by one OS type, same region, same collection, couldn't be found while on other device.If anyone here could try and help me with the issue, please do. I'll be really thankful.Update 1: I have called ""listCollections"" function on both iOS and android apps. Both of them are showing different list of collections. This is the issue. But I can't figure our why it is happening. The identity pool and region is same on both of them.Here is my Android Code to access Rekognition:Here is my iOS code to access Rekognition:"""
42406824,42406824,notfear,42406824,NoJoy,42406824,notlove,42406824,notsadness,42406824,notsurprise,42406824,NotAnger,42406824,NoEmotion,0,Yes,"""I am using PHP library for using Google Cloud Vision. The docs tells about 2 ways of authentication - 1) API and 2) Service Account.How do I use API based auth with my VisionClient?There is no document on using it. Please let me know if I am wrong.I get the below error message when running the above code."""
44607269,44607269,fear,44607269,NoJoy,44607269,notlove,44607269,notsadness,44607269,notsurprise,44607269,NotAnger,44607269,,1,Yes,"""I'm trying to use Google Cloud Vision API, but facing some issues. Let me explain the steps I took and then the issue I'm facing. I'm running this code in Windows 10.Download and install ""GoogleCloudSDKInstaller"".gcloud auth application-default login to activate my logincredentialUsedcode to run the face detector, for the imagein my local system.cd into the folder where image existsThen run the following code:python detect_face.py ""image.jpg""But I'm getting this error:Can anyone please tell me why I'm getting this issue?"""
